Transaction_ID,Date,Time,Merchant_ID,Customer_ID,Device_ID,Transaction_Type,Payment_Gateway,Transaction_City,Transaction_State,IP_Address,Transaction_Status,Device_OS,Transaction_Frequency,Merchant_Category,Transaction_Channel,Transaction_Amount_Deviation,Days_Since_Last_Transaction,amount,fraud
T10000550,04/09/23,12:46:36,4753c69b-cc6d-4d1c-9d2c-bccdea186d0f,a674251a-db0d-40e7-be02-893cd20247cb,445a8e1c-d518-44d0-b5f2-ee424d973212,Other,Alpha Bank,Gudivada,Maharashtra,24.92.185.187,Completed,iOS,9,Home delivery,Online,11.80762401207792,2,31.56607585101366,0
T10000551,07/09/23,09:14:14,19d0c17f-1137-42a9-a1c5-83c68d6239e1,a4f112cf-36de-4d9d-903b-80ee2416a1f5,7aa11efb-be81-42d5-8e88-003bedaab379,Bill Payment,SamplePay,Mathura,Gujarat,220.50.149.35,Failed,Android,0,Investment,Online,27.74405434323765,18,824.1049579300201,1
T10000552,16/06/23,08:04:44,c0c7b7ca-9464-4590-b46a-71ef5d0cec15,2a9f4907-3577-4108-87bf-05d74896600a,049d5ed5-6827-43a6-8ad0-17d7b4387896,Purchase,Bank of Data,Tiruppur,Sikkim,207.103.190.118,Completed,iOS,2,Investment,Mobile,49.3235743749943,15,31.79400865661303,1
T10000553,11/09/23,03:05:50,a4f5439f-61d5-41cf-b980-ba1c35110c7e,80531891-4301-4921-b1c7-75f3fcd922e9,1fda229a-3d5f-42e5-ba6f-441cd7dbab32,Investment,Alpha Bank,Jamnagar,Punjab,67.195.148.117,Failed,iOS,0,Other,Mobile,-72.31108851976641,24,26.381383148399834,0
T10000554,16/09/23,05:33:15,c9137385-56b8-4fa8-bbfe-7baa5fad02d8,5a050ce1-236d-41e5-86a5-f61deb47de39,e2654ee5-d9b7-41b3-84e9-c5c11fee2ebd,Purchase,Sigma Bank,Ramagundam,Manipur,122.224.157.96,Completed,MacOS,1,Travel bookings,In-store,14.08985272143408,7,111.36871217752379,1
T10000555,08/08/23,08:22:35,374665b7-2c60-41fb-9e76-fea2b44da6d5,a59ad593-2cc1-4451-bb9c-ddcf14a2e0dc,bdb22e15-7faf-4ace-9e0f-151d9fed3f2e,Refund,Bank of Data,Chennai,Tamil Nadu,83.58.191.165,Completed,Windows,0,Home delivery,Mobile,-80.1988454534856,25,380.509083994588,1
T10000556,05/06/23,09:57:34,0185fce3-aefe-4006-9e6b-5229b70eccea,c6dc8e48-ac2e-45be-a670-f44d40f1616b,31e2ad82-d154-4001-8501-5fa882be5fc4,Other,UPI Pay,Begusarai,Telangana,165.225.69.148,Pending,iOS,2,Utilities,Online,10.740564413266261,22,28.244189990655062,0
T10000557,12/05/23,06:35:02,93b8e909-2036-4a37-82f0-83259eced331,a25d4659-0d87-4ccf-8dd0-d8d8b8dac765,8ab7e5ce-1470-47e6-b9cf-60450d087e06,Bank Transfer,Sigma Bank,Madurai,Arunachal Pradesh,75.22.68.52,Pending,Windows,0,Travel bookings,Online,73.74011928287617,30,44.39852547183728,0
T10000558,14/02/24,05:48:59,f22cae3d-6a73-4ade-832a-84fa2ae9442d,f37be494-0eff-431c-a70c-43e8e696857b,a6db6529-31e3-4838-9064-c7f499a151c1,Bill Payment,Alpha Bank,Bally,Jharkhand,74.201.66.23,Failed,iOS,0,Other,Online,36.28368149909735,9,13.205407762189948,0
T10000559,10/06/23,00:59:19,f1a17389-8238-4ff9-ba4b-66fc51f55013,c0348ba3-8909-4e63-a95d-24c8fe054fc7,ec35d101-e6e1-43ff-88f7-a3d6d1984bb1,Purchase,UPI Pay,Kollam,Uttarakhand,96.198.91.222,Pending,iOS,1,Other,In-store,88.80849883213725,15,10.083192992377565,0
T10000560,02/11/23,10:12:45,d689dcd7-c1c6-422f-a149-7064e19dc91a,54f4fea1-3b9c-4f3a-b1eb-2331820cd2a1,bc08afa6-102a-46df-897b-0353eaa66985,Investment,Alpha Bank,Chandigarh,Tamil Nadu,70.76.60.113,Failed,MacOS,1,Financial services and Taxes,Mobile,37.931137098684715,22,21.537596010595543,0
T10000561,06/07/23,03:30:29,006e3623-c112-4771-aa36-82464441aa4c,14fb2938-8df5-461f-ace7-eea8ddd1ff3a,396c5ed3-e81e-4f84-9137-a1796f98ed27,Bank Transfer,Gamma Bank,Ghaziabad,Assam,199.53.62.78,Completed,Android,0,Other,Online,-85.87389456994657,5,56.10463112975738,1
T10000562,30/01/24,10:45:06,c3916cec-4dde-47a4-bca9-4393943395a5,bafcc866-3dff-41b4-af4b-cbac1e31ceee,2c134c08-1610-4f9d-ad91-a66a4fddcd4a,Other,Sigma Bank,Baranagar,Karnataka,221.148.115.213,Failed,MacOS,2,Brand Vouchers and OTT,In-store,90.34221725476647,25,2.504534964411803,0
T10000563,19/11/23,05:00:25,797023d2-eb92-4bba-b7ff-0cdc687140e9,71559272-96a6-4e16-b13e-634d979973ec,8a30f867-b66e-4d76-af72-4ee28db74f01,Bill Payment,UPI Pay,Solapur,Arunachal Pradesh,188.117.150.26,Failed,Windows,2,Utilities,In-store,-86.24452124184029,1,110.71530257272548,1
T10000564,04/07/23,06:22:48,9366b884-fbd4-4808-9e24-4e8f3de8cfe8,ee07b51b-99b6-4008-99fc-0d1ec7dff0e7,102b997f-e3b4-4870-92f8-d1a3557770e8,Purchase,Sigma Bank,Jabalpur,Chhattisgarh,24.230.126.4,Completed,iOS,3,Home delivery,Mobile,-26.152098502817022,29,38.20458748773943,0
T10000565,09/06/23,04:35:27,6f7494de-fecd-4717-abbe-4f1ee5aa3768,0749791e-b368-4273-af6c-7502a4112f50,2554cb12-9194-425d-b45c-f19cc2f0dac4,Other,CReditPAY,Thanjavur,Rajasthan,164.110.246.18,Pending,Windows,38,Home delivery,Mobile,21.80775029972669,18,353.90852646173863,1
T10000566,13/08/23,05:18:06,93d56ff0-436b-462f-a682-9b60037e0f74,72496edd-8ac6-4fec-a85d-08c83b771167,103f5aa5-be43-4d46-9841-ce6098a17d3a,Investment,Sigma Bank,Naihati,Tripura,211.21.35.112,Completed,Android,2,Financial services and Taxes,Online,61.54788057560231,19,46.3146958860439,0
T10000567,02/10/23,03:29:00,521b57a5-4020-44a9-8b79-21e24818feba,d78009f0-efb2-48cb-a5a5-abf79ace9f51,304c6f94-f5d3-499c-87ac-cd20f2560ed4,Refund,SamplePay,Anand,Nagaland,171.156.31.25,Failed,Android,2,Purchases,Mobile,18.357509093483426,17,16.048167067274793,0
T10000568,20/10/23,02:13:09,61f421a9-7207-400a-8965-02ea9b04246f,69b000c3-ab69-4d72-8b54-f1eca2bb5f22,1ce7fbd9-ab0f-4e2f-b64b-355253d86f31,Investment,Other,Ajmer,Manipur,130.235.210.39,Pending,iOS,1,Investment,Online,81.1268162756169,0,8.538857005196821,0
T10000569,30/03/24,06:53:23,8a4ed3c6-f68b-48de-8815-70707b2600cb,311a5ee5-a148-44fe-8248-bb291bdd45b4,73a1ee72-655c-418d-a85b-25c0b9606438,Refund,Other,Bettiah,Gujarat,182.110.212.46,Completed,Android,3,More Services,In-store,-89.54078266458706,5,38.17700930050774,0
T10000570,29/07/23,03:39:21,30fdd5a2-5561-4cd1-96e1-b09c4b4b3ab6,22aa9bcb-1542-40e4-8822-e14d6a52aa30,e5219786-5fa1-4e82-b6b8-1978d73e1cfc,Investment,Bank of Data,Bhilai,Mizoram,144.111.153.123,Failed,iOS,1,More Services,Online,39.29904779896841,3,29.096771114152016,0
T10000571,14/09/23,11:01:27,bc8c53c6-320c-43e9-a28b-4493f2500b55,b455c074-88d6-4fa1-a057-a53ac618a12a,b30d38ab-d168-4411-9651-9365c2a153a9,Bank Transfer,Bank of Data,Begusarai,Mizoram,29.138.76.14,Failed,Android,0,Utilities,Mobile,-62.4816033466955,20,642.6088223410569,1
T10000572,26/12/23,11:17:32,3e7c4c4f-3f6a-45f5-8701-9db5ec9d69bb,6e35156a-c2b6-4505-b3d0-129a2ce171a7,dbfce9ab-26a3-4fb4-8afd-eda08cd3e7f1,Purchase,Bank of Data,Latur,Andhra Pradesh,75.210.116.92,Completed,iOS,0,Travel bookings,In-store,44.93872634549853,25,159.59687027510932,1
T10000573,31/03/24,05:17:00,e8dd40f5-a697-434b-9ccc-7a8e89d67b98,94912ed7-43ca-469e-b337-0211396b3853,d4cf639f-5224-4ca8-836b-f87d635c204f,Subscription,Other,Thane,Telangana,49.133.231.245,Completed,Windows,0,Financial services and Taxes,In-store,-64.40399199733007,8,275.1523116442687,1
T10000574,23/08/23,11:20:42,5a79de1b-d985-40a3-a864-a8a7da7aa727,c8617a3e-91bc-48f7-9441-4ca07d4a1e18,a8398e4f-d2a0-4382-8f89-2ab46352ce90,Purchase,Dummy Bank,Bhiwandi,Rajasthan,215.49.46.255,Completed,Android,0,Investment,Mobile,1.24477027068005,27,14.299386931482466,0
T10000575,07/05/23,05:27:59,a8da6cc1-6383-42c8-b185-71356d6fdd26,8b49149d-dfcd-4f7a-bc5b-bace37e05b17,a660f4a1-0abc-4945-bdc4-2dd47b0d6832,Bill Payment,Bank of Data,Ambattur,Chhattisgarh,34.25.199.222,Failed,Windows,1,Home delivery,Online,-26.725763868307748,20,41.02112197742781,0
T10000576,03/03/24,12:49:12,216bdf39-4e02-4657-9fe4-3bdcc17af4bd,3bf04e31-f409-47e6-9109-96405a9cf4cd,1550a411-5ef0-4726-8e5d-4212b6135547,Bill Payment,UPI Pay,Chennai,Madhya Pradesh,41.222.88.194,Failed,Windows,0,Financial services and Taxes,In-store,41.45210857932806,12,27.11572350786548,0
T10000577,19/10/23,04:37:12,ab262e87-2a57-46b9-84bd-70d39ea4ec6e,22c9317d-e063-4e29-81cd-25b38133427e,5eb48fa9-cf94-43c1-8ada-1e8628562f6b,Other,Other,Hazaribagh,Tamil Nadu,174.124.225.73,Completed,Windows,1,More Services,Mobile,44.331007236418166,21,30.003514772569723,0
T10000578,25/05/23,01:36:52,612d4746-9945-43ea-a760-421b41d5bbf3,3274d86b-f6dd-49ba-864e-fc272480d43d,5ad6afa3-84ab-4a18-9673-c1b106f76794,Investment,CReditPAY,Jamalpur,Nagaland,3.218.4.47,Pending,MacOS,3,Investment,In-store,0.1816882820460227,17,10.64055220179948,0
T10000579,08/08/23,06:37:40,374665b7-2c60-41fb-9e76-fea2b44da6d5,a59ad593-2cc1-4451-bb9c-ddcf14a2e0dc,bdb22e15-7faf-4ace-9e0f-151d9fed3f2e,Refund,Bank of Data,Chennai,Tamil Nadu,83.58.191.165,Completed,Windows,0,Home delivery,Mobile,-93.9571150603403,26,410.7279941663162,1
T10000580,31/12/23,10:12:52,5ffc7715-9222-4b0d-aa2b-abe33e02f6a7,5e39d8a2-5945-4dc1-b669-5bad31d86190,42abaab8-7552-4441-8be8-a1948d63c1d1,Refund,Other,Hospet,Andhra Pradesh,17.57.180.9,Pending,iOS,0,Utilities,Online,-15.958259957001005,14,28.40271023306595,0
T10000581,16/07/23,01:24:18,b0e9c991-381c-4713-a175-5ad70acba4ad,9297ac18-1a78-4154-af78-6beb4d01a542,4eb394ef-37bd-4006-bcf8-fdfcbba4a87a,Other,Alpha Bank,Madanapalle,Goa,81.146.128.21,Failed,MacOS,4,Travel bookings,Mobile,71.73805206158157,20,16.89181417426056,0
T10000582,12/11/23,07:54:37,1c3ee8d8-ef91-487d-b553-80a5b6316ae8,42e299aa-627a-4b2d-9b2a-e7558d5dc5e7,8dd0ba5d-0e8f-4700-91d9-eaa6db1a41be,Bank Transfer,Other,Jaipur,Jharkhand,100.226.119.137,Failed,Windows,1,Purchases,Online,-7.766242186583393,12,25.120411921984406,0
T10000583,07/07/23,05:04:03,8360f9c5-ef7e-4130-a0c5-ece54410839e,b2833067-d6bd-4d96-ad67-da52a773c169,f368c8b6-3d2f-4661-912d-188568f19a55,Other,Alpha Bank,Mumbai,Nagaland,30.167.163.168,Pending,MacOS,0,More Services,Mobile,34.436197784155056,11,63.87234711618301,0
T10000584,24/09/23,13:04:35,2989a275-03e5-4061-b645-22ea5eea26ed,1d72e635-2608-4842-99b2-5e42581d40bb,feac3b78-f9c8-44cf-9bd0-25745d765529,Investment,Other,Agartala,Madhya Pradesh,89.212.63.33,Completed,iOS,0,Brand Vouchers and OTT,Online,99.5248475424552,19,37.871272027617266,0
T10000585,09/12/23,10:24:23,47de23c1-5f1d-47b5-bb13-51fc6107b70d,b96dd3eb-9655-41b8-b322-af11bcef97ce,8cce55e0-84d5-4b66-b3fb-fe3a78a07a41,Other,SamplePay,Patna,Nagaland,30.187.229.125,Completed,MacOS,8,Investment,Mobile,-74.04131352140611,10,14.133257969237636,0
T10000586,05/01/24,07:16:10,22313369-f413-4e8d-800c-0d107b3e682f,a230a5ab-638f-481b-a69a-a267f2cc6b7a,244b4ab6-1ed0-42c4-9b70-a48248a5dc08,Refund,UPI Pay,Dharmavaram,Meghalaya,164.29.146.225,Failed,iOS,3,Brand Vouchers and OTT,Mobile,48.44360609736017,0,27.2396509060409,0
T10000587,12/10/23,09:28:54,ab766f4b-5f3b-4138-8ef3-d7a3a1a07bf4,aa31d906-e32c-439c-88d4-5992f992203d,21f735e5-5477-4d00-bc71-9928c0ee5471,Subscription,Sigma Bank,Kakinada,West Bengal,180.0.245.239,Completed,Windows,2,Investment,In-store,-10.637159598008601,6,81.05303370624027,1
T10000588,19/11/23,10:38:26,81c45f38-4555-4f69-9a5a-da4813d733e5,931d7411-c578-440c-a13d-88a5018de4f2,a6b6ca86-1dee-4c01-a897-c6d298067c8b,Investment,Gamma Bank,Jamalpur,Andhra Pradesh,149.111.81.104,Pending,iOS,6,Home delivery,Mobile,60.75195606952373,3,13.310584586771773,0
T10000589,03/06/23,12:55:13,cbc5438f-dd3d-4c71-be50-d6285c803b68,01ec42f1-77fe-472c-8fa8-b0d9c067cc16,cff62387-caae-4836-9c0a-af88dba55e35,Bank Transfer,Sigma Bank,Noida,Uttarakhand,170.170.4.61,Failed,MacOS,1,Utilities,Online,-68.5956857360494,14,107.26336232343262,1
T10000590,08/12/23,06:02:01,d55af7ab-0512-4e98-874d-dcd8d96050a6,b492da1c-ed89-4ae9-a0c9-d5da6cc633c5,090f88d6-be11-4025-a18c-2abbbfdd032a,Bank Transfer,CReditPAY,Panihati,Tripura,209.44.110.57,Pending,iOS,1,Other,Mobile,31.939707733480883,20,17.52247732509253,0
T10000591,15/10/23,07:15:36,e10a34cb-689f-4258-a11d-39f050e72609,8c7cb5dd-0980-41b4-a327-a6ec01e46337,677107b3-d344-4346-923c-e39fb64e1649,Subscription,Gamma Bank,Serampore,Chhattisgarh,106.127.89.145,Pending,Windows,2,Home delivery,Online,1.8030189343165115,27,55.1799012267184,0
T10000592,23/03/24,04:30:30,c96a1e09-9a6e-4b47-aa5f-433f248cc1c7,fbccc927-bd1f-47fa-af54-6ea39abe3b7b,81f70d26-039e-4e68-9e06-91e190c842b2,Subscription,Gamma Bank,Shivpuri,Andhra Pradesh,217.161.122.38,Failed,Android,9,Brand Vouchers and OTT,In-store,32.88851246160125,11,4095.1303983049415,1
T10000593,29/12/23,07:27:08,faf6ccf5-4547-48a5-b1fa-1db169b1118f,aac467d1-39a3-44dc-8a0c-913d59ac8dec,ae0741c7-e59c-4d7c-98d4-6355ea45ca2d,Bank Transfer,Alpha Bank,Phusro,Punjab,106.115.31.49,Completed,Windows,2,Investment,In-store,70.88237579593684,28,26.36259291950453,0
T10000594,22/11/23,02:30:59,4fec7355-73c7-4810-8f46-26ff86da87d0,76c58c6e-5f0d-48f9-8778-a5dea1d925e6,6e0fee0d-660f-49fe-938d-b04e0a57dce9,Refund,Dummy Bank,Pune,Himachal Pradesh,35.130.81.163,Pending,Android,0,More Services,Mobile,1.0234937941678983,27,187.22358673392318,1
T10000595,14/10/23,02:40:42,559a74cc-c667-44ba-be68-f17975e4fc26,5d82507f-67e4-4a09-981c-536f38898f56,e1406159-9104-4e40-ba9a-489e9f5b9399,Subscription,Sigma Bank,Noida,Uttarakhand,197.217.130.27,Completed,Windows,1,Utilities,In-store,70.17818099398502,6,17.911294929452488,0
T10000596,11/04/24,10:23:21,9d40b579-b71e-4d16-8917-fce4ecdf9183,108391b3-9545-49f8-be38-e356e64e8912,9a6daf2d-c57f-4dbd-ae2b-86d49a9d60e3,Bank Transfer,Dummy Bank,Ichalkaranji,Assam,165.92.164.116,Completed,iOS,2,Brand Vouchers and OTT,In-store,-12.428869605586849,26,49.91721641370778,0
T10000597,11/05/23,06:58:31,b0d7a560-ef62-4493-9eab-329f6d8daac1,a37397a1-6ff9-4521-a93c-3de55cb65847,0e956a13-ec12-4c15-abe9-db81dfbb5732,Purchase,Dummy Bank,Siliguri,Tripura,91.121.236.64,Pending,iOS,20,Financial services and Taxes,In-store,68.13136089556394,1,1.0746998500582996,0
T10000598,22/03/24,01:28:33,a5e75ca0-f2b7-4614-b0be-38fe214a525a,5a25b897-6b2b-4d66-96b0-49729cec19bd,9b60c64d-05b0-4df6-96da-b79f1ee352ed,Bill Payment,UPI Pay,Ambattur,Tamil Nadu,137.254.69.190,Failed,MacOS,4,Utilities,Online,21.197674645562184,13,29.851786338493817,0
T10000599,03/06/23,06:38:23,c5df7942-3c6b-45a3-bcec-9115b31b9757,ee7634c1-62ae-461c-ba67-5ba71db72e83,b1953634-30ce-4667-99d3-f29797d6d9a0,Investment,Gamma Bank,Saharanpur,Madhya Pradesh,61.195.227.138,Pending,iOS,1,Brand Vouchers and OTT,Mobile,-65.81844925253631,14,28.77274829617933,0
T10000600,23/01/24,01:42:24,fc5d1ad7-4160-4417-ad66-f5cf7ca1f8c7,e45e068d-59ab-4d35-a03c-04b9adeb59e4,dffd7418-1187-4732-befc-1855b0393771,Bank Transfer,CReditPAY,Navi Mumbai,Himachal Pradesh,37.190.62.167,Pending,Windows,4,Utilities,In-store,-43.368145220624136,8,140.01626671358122,1
T10000601,29/07/23,06:50:58,1db3698e-3b35-41fc-be1b-2ef6f03367f1,c19bd470-7726-4f4f-ba0c-f1668072b4a1,456ed56d-740a-467c-a511-5a2fbf72437c,Other,Gamma Bank,Nashik,Bihar,138.36.182.147,Completed,iOS,0,Financial services and Taxes,Online,-23.345638612815765,22,51.586464963423694,0
T10000602,02/02/24,03:59:21,31ceac8b-19fa-4c40-9baf-861d0e414ba2,faad434f-4287-4186-a7dd-c03643ecdf5e,899417c8-3c46-45bd-97ab-64a399913e3a,Other,Sigma Bank,Kanpur,Himachal Pradesh,148.212.154.212,Completed,Android,0,Financial services and Taxes,Mobile,12.007575169410458,28,51.12009970129881,0
T10000603,12/08/23,08:55:26,f191463c-87a3-4a50-aea0-c3d0323ea91e,b551bb10-3459-42be-93ed-15098f54dab5,dd3323ad-b1e8-42a4-867f-5e8b8e56e056,Other,SamplePay,Panipat,Bihar,13.64.110.155,Failed,Android,0,Brand Vouchers and OTT,In-store,64.20926072906681,10,13.720997324282182,0
T10000604,14/07/23,07:08:02,db987a5c-e3bf-4fe2-81e1-2463f75cdbdb,2fbda306-60a1-40b2-9cbc-b6252d300c87,66bc95bc-c0c9-4614-b354-33fe907d6829,Bill Payment,Sigma Bank,Kishanganj,Uttar Pradesh,28.99.15.175,Pending,Android,2,Financial services and Taxes,Online,40.60190756461686,14,35.009040859028644,0
T10000605,21/07/23,01:47:10,146da2bf-fe60-4c16-8f4f-00cfddddf613,fc908a87-1b98-4182-a1ae-427ec3e727b4,42fb3cb7-fcff-48b3-8de9-387453170335,Investment,Gamma Bank,Kollam,Mizoram,33.15.167.74,Pending,MacOS,1,Donations and Devotion,In-store,-94.77547114543854,22,15.357510660415763,0
T10000606,14/04/23,02:31:59,97f1878c-223b-4de5-bf5e-ff7b472cd71d,28fc79cb-9b3f-40cc-87fc-33ddc98f7cc2,e7c2fbbd-1fd1-4927-9248-4798f47dc55e,Investment,Gamma Bank,Jammu,Andhra Pradesh,112.62.42.95,Completed,Android,5,Investment,Online,32.76011819074066,15,44.86436290389181,0
T10000607,13/10/23,13:07:59,4a714dc2-36a1-42e8-9a0b-69ee4236d644,a8cfdfb7-9ac6-42a4-9c87-bd40f9f2afd3,b9d1bbbd-6ef2-4c1f-93cd-b0ca7afcdf06,Subscription,Other,Pune,Himachal Pradesh,119.182.151.200,Completed,MacOS,3,Investment,In-store,19.531483121277297,4,18.77410064198527,0
T10000608,22/11/23,11:52:29,ce3276f3-0401-471d-99f0-9e6911d10858,54374f96-6540-4df4-a318-47fd8a34f371,2e8af251-b9c5-4063-abd3-2b8871f019cd,Subscription,Gamma Bank,Junagadh,Mizoram,195.205.188.195,Completed,Windows,1,Utilities,Online,36.60862970957929,13,33.75492073890482,0
T10000609,04/07/23,10:53:57,e8d1b3d6-a17e-4ef7-bc7b-fc9ff443944d,5929c73f-dc25-4ad9-a510-f22f8f83966b,8f66a0d1-a7c5-480d-9841-2c5b0f1fe421,Purchase,Gamma Bank,Bardhaman,West Bengal,52.33.141.9,Failed,MacOS,2,More Services,Mobile,-29.561016407849948,7,13.209319229410102,0
T10000610,22/10/23,06:18:13,51b5ee7b-3609-4ae5-828a-e26d6ff65d13,22c54acc-0c07-4534-a4d5-ef9767722e3c,60a257a7-e821-4026-a798-63179ab6060e,Refund,Sigma Bank,Nanded,Rajasthan,167.246.250.188,Failed,Windows,2,Financial services and Taxes,Mobile,-68.54078734945816,25,43.456785340968935,1
T10000611,21/07/23,01:48:16,146da2bf-fe60-4c16-8f4f-00cfddddf613,fc908a87-1b98-4182-a1ae-427ec3e727b4,42fb3cb7-fcff-48b3-8de9-387453170335,Investment,Gamma Bank,Kollam,Mizoram,33.15.167.74,Pending,MacOS,4,Donations and Devotion,In-store,-109.11086392443816,22,14.00097956102086,0
T10000612,24/03/24,02:20:50,5037ee93-0dc4-42b1-9b79-0abcf9b40db4,6d1711a5-b6f0-44ae-b897-2256a918a344,18fbfde8-57ff-42c0-8d86-2235abcbd580,Refund,CReditPAY,Dhanbad,Uttar Pradesh,144.109.100.60,Completed,Windows,1,Purchases,Online,29.738004750448553,20,23.332103904580958,0
T10000613,29/05/23,06:46:48,cc21c587-2fa9-435f-bb4a-c9b8154f0f44,35a880cb-a7a6-45f0-a1a4-720948d41c40,66f498b4-d744-4fdd-b0dc-91b1c81f0c94,Bank Transfer,Alpha Bank,Munger,Mizoram,118.133.202.130,Completed,MacOS,19,Home delivery,In-store,25.949510086226034,26,0.6606078833445568,0
T10000614,18/05/23,03:14:07,b3095fc6-d4b5-487b-9e16-789f4b986e4b,88087026-1247-47ca-a341-81199701b83b,4e492743-a3b0-45b6-a427-e867df16945a,Bank Transfer,Other,Phagwara,Nagaland,215.9.145.243,Failed,Android,1,Financial services and Taxes,Mobile,-0.8540109746823846,0,63.633706862213714,0
T10000615,07/09/23,07:47:39,6c931c2b-146a-4e8f-8ae1-01d05f65d52b,ffb3d34b-3336-4c36-a9bc-d4df3773edcd,b4dc188d-fef9-4517-8557-333c93f013b9,Purchase,Sigma Bank,Haridwar,Rajasthan,173.123.140.78,Completed,MacOS,0,Utilities,Online,55.0962865387824,23,62.00806585107468,1
T10000616,02/11/23,02:37:23,bbcd96a3-9cd3-465e-b541-8f6c68b78970,34a08a5d-d032-47df-8b9d-35d1ee384d22,9114e7e4-24f6-41ff-b0ea-accb8fa9b5d4,Subscription,Sigma Bank,Nashik,Assam,96.114.190.169,Pending,Android,10,Other,Online,-72.80310964908853,20,51.94256675446443,0
T10000617,05/07/23,06:15:25,f2af26ef-0e08-42f8-b6ed-eaab786f5bf6,6cd4af1c-6564-47eb-bcf9-cd44c45c0f2b,36d089dd-b74d-4157-ba29-823b85368169,Purchase,Other,Bangalore,Tripura,129.125.172.104,Pending,Windows,9,More Services,Mobile,-32.29177028896336,29,27.212931577178985,0
T10000618,27/12/23,04:52:25,b58fdf67-52f0-4dae-9482-f195305adaf8,b4933790-1b60-4c19-a276-83ed1b1ab828,633350fe-4160-425b-8264-af8b6ce7ba25,Bill Payment,CReditPAY,Bathinda,Maharashtra,19.4.221.242,Completed,Android,2,Financial services and Taxes,In-store,-93.18080403133773,21,408.15579247466513,1
T10000619,07/10/23,06:52:12,77df22aa-6361-459b-833c-2480a8932d5d,be4460e7-5aae-453c-b635-db05804bc4ff,ac91493b-43b3-44de-b553-74a63bb2d394,Bank Transfer,Gamma Bank,Agra,Nagaland,177.121.54.13,Pending,Android,0,Home delivery,In-store,88.64439124154688,25,9.990598707993891,0
T10000620,16/11/23,04:57:33,3712ead2-ae68-499a-a4b9-d702bb1ae750,556f0ff6-d597-447d-89f9-929daa90ee4f,4d21ba87-6efb-448b-9fdc-533c46ac1d32,Subscription,Gamma Bank,Gangtok,Uttar Pradesh,17.143.149.98,Pending,Windows,0,Utilities,Online,-83.12853310955681,10,11.381643885148653,0
T10000621,13/01/24,01:58:51,3a253ac5-d9a1-430b-9157-ba64de47b1fb,2a2fabee-17b5-45d9-85c9-9b11cd9e74cd,30919c34-4dff-42a6-a618-a4f2f072596d,Subscription,Dummy Bank,Siliguri,Punjab,178.252.70.51,Completed,iOS,0,Financial services and Taxes,Online,18.775852842721505,10,8.986974608782702,0
T10000622,30/08/23,03:11:25,f01d575b-e08a-4755-9dd7-b933806ca222,19a6b515-ab74-4f17-987d-084675b33829,3af622ec-1194-43cf-8e07-5d18d081f253,Purchase,Bank of Data,Bahraich,Gujarat,126.90.155.68,Failed,iOS,2,Home delivery,In-store,74.9536461494415,24,81.32454404114945,0
T10000623,14/08/23,02:19:28,5fa9cf06-711b-4db0-9648-0fa736190582,e732a700-0732-4a4e-9059-512c8bd1e816,55fc91fc-af6f-408f-89d7-3d4c81c0f73e,Purchase,Sigma Bank,Thanjavur,West Bengal,168.74.100.193,Failed,Windows,31,Brand Vouchers and OTT,Online,35.26440740333467,18,9.64812986086205,0
T10000624,11/08/23,10:04:15,5c9e714e-04f6-4f3d-b24a-dde2be4dc1af,67a97f23-7005-4100-90b6-0a23d5401140,3fbde290-f73c-4cd1-b87d-ec022bcd7a9a,Bank Transfer,Other,Jamnagar,Uttarakhand,115.29.137.240,Failed,iOS,2,Purchases,In-store,107.78635020642078,25,54.66315194533763,0
T10000625,22/11/23,09:21:10,54f3d0d7-d108-4008-9faa-7894bd36b733,cc851ed6-81ce-4b3b-934f-0a5387fb8ab2,11e27ce3-51f3-4901-86e1-a3347534712f,Investment,Bank of Data,Khandwa,Assam,116.174.175.151,Failed,Android,0,Financial services and Taxes,In-store,67.34672986514602,21,19.995492715981605,0
T10000626,07/09/23,00:21:29,5e8f4916-68a2-43f3-8b60-3ae7191c06ab,1c048738-57e4-4bb1-ba7f-dbce0427a572,b8c31b19-cb9d-41d5-9760-754eb809592f,Bill Payment,Other,Ahmedabad,Telangana,176.78.66.159,Completed,iOS,3,Purchases,Online,57.04050055934987,16,13.649463739054339,0
T10000627,26/10/23,05:07:13,f163e802-82e1-4e96-9bac-8048cc49bea1,c5ae9c65-7bc3-4971-9b40-0cb962ab0568,84641870-4c4d-4de3-9100-fde28514c638,Bill Payment,SamplePay,Naihati,Punjab,210.141.9.121,Pending,iOS,3,Financial services and Taxes,In-store,-4.742423041960564,14,38.456602309607185,0
T10000628,27/04/23,01:46:43,829d835b-f9b4-4b80-b72d-43a6cde18587,461cb491-3ae9-4498-993d-f724ae8cf2e0,d0e89bd1-1ce3-40ec-903e-c42125a0684d,Bank Transfer,CReditPAY,Nagpur,Mizoram,153.133.231.60,Pending,MacOS,2,Utilities,Online,64.19509496170505,22,6.808918607722012,0
T10000629,19/03/24,02:44:37,23f63841-ebb5-490a-8e1c-9b583e2ca239,cd72fcf7-6564-401e-9cfc-083250cddb9a,0992b2f8-974b-4c69-a0b1-3bc30bd776f5,Refund,UPI Pay,Jehanabad,Jharkhand,4.18.69.166,Completed,MacOS,1,Purchases,Mobile,71.05414345267842,11,408.0354936375428,1
